Date,Product_ID,Product_Name,Store_ID,Category,Units_Sold,Selling_Price,Discount,Promotion,Holiday_Indicator,Temperature,Day_of_Week,Month,Year,Previous_Sales,Sales
2022-12-21,1063,Product_21,4,Electronics,447,143.11,2.1,Yes,No,36.1,2,12,2022,443,62626.8
2026-01-31,1049,Product_58,12,Grocery,101,479.79,3.2,No,No,32.7,5,1,2026,120,46908.11
2025-01-24,1039,Product_35,1,Toys,156,444.4,36.4,No,Yes,38.5,4,1,2025,157,44091.59
2025-06-15,1015,Product_8,9,Electronics,214,145.15,29.8,No,No,-2.0,6,6,2025,157,21805.59
2025-05-09,1092,Product_9,14,Electronics,378,409.39,37.3,Yes,No,6.0,4,5,2025,248,97027.89
2025-12-09,1064,Product_16,10,Toys,154,344.5,18.8,No,No,8.5,1,12,2025,251,43079.04
2022-06-07,1031,Product_58,14,Grocery,25,258.35,16.5,Yes,No,14.1,1,6,2022,11,5393.06
2025-08-15,1041,Product_11,1,Grocery,504,214.34,14.3,No,No,16.3,4,8,2025,448,92579.45
2022-04-10,1072,Product_54,8,Clothing,377,408.67,24.7,No,No,8.1,6,4,2022,431,116013.65
2023-12-15,1071,Product_41,11,Electronics,281,397.57,14.1,No,No,30.6,4,12,2023,304,95965.05
2024-06-10,1046,Product_55,9,Electronics,243,379.68,29.9,No,Yes,5.0,0,6,2024,159,64675.83
2023-06-21,1030,Product_49,13,Electronics,618,499.14,32.1,No,Yes,26.3,2,6,2023,415,209450.13
2022-08-08,1065,Product_20,7,Electronics,156,241.86,35.0,No,No,33.3,0,8,2022,142,24524.6
2022-10-16,1065,Product_49,10,Electronics,215,404.43,9.7,Yes,No,22.2,6,10,2022,159,78518.06
2025-05-21,1059,Product_10,6,Home,548,431.93,21.1,Yes,No,10.9,2,5,2025,498,186754.44
2023-04-24,1007,Product_18,13,Grocery,494,109.74,8.9,No,No,3.5,0,4,2023,462,49386.73
2023-04-11,1047,Product_13,2,Electronics,261,25.82,1.5,No,No,1.0,1,4,2023,296,6637.93
2025-10-17,1061,Product_8,4,Electronics,147,205.35,28.3,No,No,28.5,4,10,2025,92,21643.68
2022-08-04,1095,Product_6,2,Clothing,52,429.08,22.0,No,No,16.1,3,8,2022,70,17403.48
2025-10-04,1052,Product_12,10,Toys,372,148.11,29.0,No,No,-2.9,5,10,2025,482,39118.81
2025-10-13,1034,Product_8,4,Grocery,135,351.51,3.5,No,No,39.3,0,10,2025,140,45792.97
2024-06-16,1055,Product_23,5,Electronics,397,8.64,39.8,No,No,25.2,6,6,2024,343,2064.91
2022-09-06,1017,Product_5,12,Grocery,379,180.91,39.8,Yes,No,33.0,1,9,2022,183,41276.06
2022-08-22,1009,Product_4,6,Clothing,241,309.68,18.6,Yes,No,14.7,0,8,2022,253,60751.16
2023-03-04,1067,Product_59,3,Electronics,721,69.23,34.6,Yes,No,38.0,5,3,2023,493,32644.3
2024-05-16,1098,Product_6,1,Toys,185,448.82,9.7,No,No,4.0,3,5,2024,300,74977.63
2022-08-19,1084,Product_5,4,Home,218,82.36,29.5,No,No,3.3,4,8,2022,221,12657.91
2023-11-15,1058,Product_2,13,Grocery,278,455.35,35.2,No,No,35.1,2,11,2023,213,82028.57
2022-06-23,1004,Product_8,8,Toys,125,112.11,32.6,Yes,No,35.1,3,6,2022,122,9445.27
2024-03-21,1098,Product_32,14,Grocery,370,497.17,32.5,No,No,17.5,3,3,2024,282,124168.21
2022-02-01,1044,Product_49,4,Electronics,407,304.35,18.5,Yes,No,0.7,1,2,2022,289,100954.42
2024-11-29,1028,Product_44,5,Toys,60,46.75,32.8,No,No,8.7,4,11,2024,56,1884.96
2022-03-25,1089,Product_35,3,Toys,223,37.31,27.6,Yes,No,28.9,4,3,2022,208,6023.77
2022-10-20,1074,Product_6,6,Grocery,367,42.09,5.3,No,No,33.1,3,10,2022,325,14628.34
2022-09-19,1074,Product_46,8,Clothing,46,297.0,4.6,Yes,No,10.6,0,9,2022,36,13033.55
2025-05-31,1027,Product_3,12,Electronics,502,405.74,30.9,No,No,-2.2,5,5,2025,488,140743.9
2022-03-22,1099,Product_38,6,Home,390,204.47,25.0,No,No,25.0,1,3,2022,431,59807.48
2023-10-06,1045,Product_25,11,Home,307,225.19,20.8,No,No,28.3,4,10,2023,322,54753.6
2024-06-05,1053,Product_53,9,Home,32,296.7,36.3,Yes,No,14.1,2,6,2024,17,6047.93
2024-02-13,1075,Product_19,5,Clothing,303,268.86,26.4,No,Yes,21.2,1,2,2024,263,59957.93
2024-10-18,1065,Product_38,13,Home,407,345.59,15.8,No,No,39.4,4,10,2024,450,118431.62
2025-04-19,1017,Product_26,7,Clothing,34,238.53,16.6,No,No,6.0,5,4,2025,21,6763.76
2023-08-14,1030,Product_31,3,Toys,271,358.36,24.2,No,No,20.8,0,8,2023,398,73613.59
2025-05-27,1036,Product_56,14,Electronics,647,498.67,30.4,No,Yes,22.5,1,5,2025,421,224557.09
2023-04-22,1094,Product_43,13,Clothing,22,178.4,22.6,No,No,19.7,5,4,2023,47,3037.8
2026-01-16,1071,Product_25,1,Clothing,154,11.05,20.4,No,No,34.1,4,1,2026,122,1354.55
2024-01-27,1036,Product_27,13,Clothing,322,67.18,29.1,No,No,22.2,5,1,2024,364,15337.06
2025-01-09,1073,Product_42,14,Electronics,839,278.99,28.2,Yes,Yes,17.9,3,1,2025,456,168064.13
2025-08-05,1073,Product_21,12,Grocery,510,175.41,33.2,No,No,0.5,1,8,2025,387,59758.68
2025-04-03,1039,Product_10,4,Toys,170,470.29,2.5,Yes,No,26.6,3,4,2025,267,77950.57
2025-06-30,1040,Product_28,9,Electronics,358,315.59,30.2,No,No,0.9,0,6,2025,305,78860.89
2024-03-15,1089,Product_5,8,Home,289,262.58,20.6,No,No,-3.8,4,3,2024,267,60253.18
2022-03-07,1056,Product_11,9,Home,274,400.03,3.0,Yes,No,17.0,0,3,2022,293,106319.97
2024-01-10,1014,Product_25,9,Clothing,357,133.0,27.2,No,No,20.8,2,1,2024,387,34566.17
2022-09-30,1071,Product_47,9,Electronics,43,410.77,28.7,No,No,40.0,4,9,2022,34,12593.8
2025-08-26,1058,Product_47,8,Electronics,185,6.52,20.9,No,No,27.1,1,8,2025,112,954.1
2022-12-22,1050,Product_16,10,Grocery,2,311.74,31.8,Yes,No,33.2,3,12,2022,39,425.21
2022-12-09,1072,Product_25,8,Electronics,360,467.7,12.0,No,No,10.6,4,12,2022,400,148167.36
2023-01-10,1090,Product_10,1,Electronics,300,394.99,8.1,No,No,17.9,1,1,2023,366,108898.74
2024-08-21,1033,Product_45,1,Electronics,1,427.55,14.0,No,No,38.8,2,8,2024,36,367.69
2024-05-06,1041,Product_15,14,Electronics,69,201.49,16.4,No,No,13.8,0,5,2024,61,11622.75
2025-11-24,1018,Product_48,13,Toys,166,413.0,27.8,Yes,No,31.3,0,11,2025,139,49498.88
2023-09-17,1064,Product_50,9,Home,156,277.66,33.8,Yes,No,18.7,6,9,2023,128,28674.5
2023-02-28,1040,Product_41,3,Electronics,300,311.18,28.8,No,No,5.1,1,2,2023,264,66468.05
2022-03-15,1034,Product_20,11,Home,248,34.16,7.0,No,No,21.1,1,3,2022,254,7878.66
2022-01-11,1069,Product_57,3,Electronics,194,104.77,14.6,No,No,4.8,1,1,2022,185,17357.87
2023-07-15,1040,Product_41,6,Clothing,78,277.73,6.3,No,No,-4.9,5,7,2023,90,20298.17
2025-10-20,1046,Product_39,5,Electronics,322,34.11,27.5,No,No,5.6,0,10,2025,328,7962.98
2024-02-25,1044,Product_51,1,Electronics,334,372.02,9.9,No,No,3.7,6,2,2024,397,111953.47
2025-09-02,1025,Product_53,12,Electronics,415,420.83,21.0,Yes,No,11.7,1,9,2025,323,137969.12
2022-06-02,1012,Product_5,8,Clothing,356,460.58,31.7,No,No,35.0,3,6,2022,405,111989.11
2022-05-20,1082,Product_53,5,Clothing,737,55.38,26.8,Yes,Yes,12.5,4,5,2022,457,29876.62
2025-06-04,1009,Product_46,8,Grocery,459,470.16,11.9,No,No,33.0,2,6,2025,422,190122.83
2022-06-10,1032,Product_13,1,Home,482,38.47,13.3,No,Yes,20.0,4,6,2022,329,16076.38
2022-03-19,1066,Product_19,7,Home,40,239.66,26.1,No,No,-4.7,5,3,2022,34,7084.35
2023-08-30,1013,Product_45,8,Home,193,420.92,22.0,No,No,3.5,2,8,2023,173,63365.3
2025-10-19,1065,Product_13,5,Clothing,250,39.8,3.9,No,Yes,36.9,6,10,2025,219,9561.95
2024-10-31,1073,Product_27,12,Clothing,393,14.02,35.0,No,No,22.2,3,10,2024,359,3581.41
2022-05-29,1066,Product_41,4,Clothing,344,17.35,20.5,No,No,36.8,6,5,2022,424,4744.88
2025-06-09,1030,Product_39,2,Grocery,496,258.08,18.9,Yes,No,9.0,0,6,2025,323,103814.23
2025-06-19,1001,Product_54,8,Clothing,131,406.74,7.9,No,No,27.2,3,6,2025,187,49073.59
2025-04-16,1088,Product_7,13,Electronics,390,68.08,15.1,No,No,29.7,2,4,2025,395,22541.97
2025-09-15,1032,Product_18,6,Toys,446,66.68,13.3,Yes,Yes,38.9,0,9,2025,350,25783.96
2022-12-26,1080,Product_59,1,Grocery,637,286.43,10.8,No,Yes,-4.2,0,12,2022,401,162750.67
2026-01-09,1019,Product_34,14,Home,397,120.98,22.7,Yes,No,37.9,4,1,2026,298,37126.46
2023-04-27,1016,Product_15,7,Toys,205,366.46,18.5,No,No,12.6,3,4,2023,326,61226.3
2025-04-18,1077,Product_18,3,Clothing,144,475.07,35.6,No,No,32.7,4,4,2025,180,44056.09
2024-05-19,1093,Product_21,9,Toys,159,384.19,37.7,No,No,19.5,6,5,2024,205,38056.71
2025-03-15,1086,Product_33,5,Clothing,107,439.2,8.8,No,No,20.4,5,3,2025,145,42858.89
2024-07-30,1075,Product_17,14,Electronics,152,262.2,4.0,Yes,No,11.2,1,7,2024,135,38260.22
2024-08-21,1024,Product_37,5,Electronics,399,417.0,31.4,Yes,No,32.3,2,8,2024,329,114138.74
2024-07-13,1091,Product_27,8,Electronics,355,95.54,39.8,Yes,No,6.9,5,7,2024,197,20417.85
2025-03-14,1066,Product_37,8,Toys,132,38.83,34.5,Yes,Yes,17.2,4,3,2025,75,3357.24
2025-01-13,1017,Product_10,4,Clothing,71,329.7,0.9,No,Yes,20.2,0,1,2025,27,23198.02
2022-07-21,1012,Product_37,7,Grocery,497,30.72,10.1,No,No,28.4,3,7,2022,431,13725.79
2025-05-24,1087,Product_55,2,Clothing,163,446.78,1.7,No,No,16.2,5,5,2025,223,71587.11
2024-03-15,1027,Product_8,10,Grocery,406,347.32,32.8,No,No,25.6,4,3,2024,292,94760.01
2023-04-30,1076,Product_20,11,Toys,289,476.34,23.3,No,No,16.8,6,4,2023,453,105586.95
2024-02-11,1013,Product_41,14,Toys,82,160.37,20.5,Yes,No,24.7,6,2,2024,64,10454.52
2025-12-21,1028,Product_37,5,Electronics,641,245.65,22.2,Yes,No,25.3,6,12,2025,469,122505.16
2025-07-10,1028,Product_40,4,Home,294,372.14,10.1,No,No,26.9,3,7,2025,354,98358.83
2025-06-04,1028,Product_34,8,Grocery,448,125.18,24.1,No,No,32.0,2,6,2025,323,42565.21
2023-11-26,1067,Product_41,10,Electronics,203,273.22,1.2,No,No,19.3,6,11,2023,221,54798.1
2025-03-22,1091,Product_36,14,Toys,256,331.44,25.8,No,No,3.7,5,3,2025,356,62957.69
2023-08-01,1091,Product_5,1,Electronics,115,489.51,29.4,No,No,25.6,1,8,2023,109,39743.32
2024-10-26,1074,Product_45,4,Grocery,388,373.63,26.9,Yes,Yes,-1.5,5,10,2024,158,105971.93
2024-08-17,1020,Product_27,4,Electronics,591,63.47,13.3,Yes,No,4.9,5,8,2024,480,32521.84
2023-01-10,1096,Product_4,4,Clothing,204,240.29,33.1,Yes,Yes,30.6,1,1,2023,145,32793.82
2023-02-04,1054,Product_25,7,Clothing,326,296.44,28.6,No,No,14.6,5,2,2023,362,69000.56
2022-04-02,1054,Product_26,13,Grocery,500,77.58,5.1,No,No,17.4,5,4,2022,465,36811.71
2022-07-29,1070,Product_6,1,Electronics,263,218.82,7.8,No,No,39.4,4,7,2022,300,53060.79
2023-10-13,1076,Product_59,12,Electronics,265,145.58,25.5,Yes,No,5.6,4,10,2023,155,28741.13
2023-12-18,1095,Product_14,9,Toys,266,63.82,11.6,No,No,-4.1,0,12,2023,425,15006.89
2022-09-05,1058,Product_20,9,Toys,316,258.46,4.8,No,Yes,0.0,0,9,2022,414,77753.04
2023-09-18,1061,Product_27,10,Toys,189,86.99,6.2,No,No,6.0,0,9,2023,276,15421.76
2024-06-25,1074,Product_50,2,Clothing,46,297.32,6.6,No,Yes,27.7,1,6,2024,66,12774.06
2022-12-15,1025,Product_44,11,Clothing,208,89.0,19.1,Yes,No,29.9,3,12,2022,226,14976.21
2023-05-23,1030,Product_46,4,Home,285,363.18,24.3,Yes,No,20.4,1,5,2023,221,78354.27
2023-07-06,1062,Product_14,8,Home,107,101.64,7.1,No,No,6.5,3,7,2023,102,10103.32
2024-01-28,1006,Product_50,10,Clothing,189,448.66,28.5,No,No,18.5,6,1,2024,207,60629.67
2023-07-04,1032,Product_49,9,Grocery,121,17.97,11.2,No,No,-4.3,1,7,2023,85,1930.84
2025-01-10,1071,Product_28,5,Clothing,248,263.39,12.5,No,No,25.7,4,1,2025,349,57155.63
2023-05-07,1097,Product_33,6,Electronics,186,163.45,8.9,No,No,22.6,6,5,2023,221,27695.95
2023-10-13,1051,Product_3,7,Electronics,401,116.41,31.4,No,No,-4.0,4,10,2023,367,32022.76
2023-07-24,1039,Product_45,1,Home,388,238.44,38.4,Yes,Yes,31.8,0,7,2023,233,56989.07
2022-10-02,1044,Product_57,11,Toys,301,421.8,19.7,Yes,No,29.4,6,10,2022,359,101950.33
2024-10-25,1068,Product_28,2,Electronics,286,458.06,1.7,No,No,8.9,4,10,2024,369,128778.07
2022-12-20,1054,Product_32,7,Electronics,146,155.11,10.4,No,Yes,23.6,1,12,2022,88,20290.87
2023-03-22,1002,Product_30,10,Electronics,274,81.35,6.3,Yes,No,22.1,2,3,2023,226,20885.64
2025-04-04,1053,Product_5,2,Home,479,361.47,33.7,Yes,No,1.4,4,4,2025,377,114794.56
2025-11-24,1040,Product_37,14,Grocery,572,293.09,3.4,Yes,Yes,3.7,0,11,2025,300,161947.47
2024-10-03,1070,Product_43,6,Grocery,236,104.5,38.7,Yes,No,25.7,3,10,2024,118,15117.81
2025-10-06,1087,Product_55,1,Electronics,519,381.35,23.5,Yes,No,37.0,0,10,2025,417,151409.3
2025-07-05,1096,Product_55,10,Toys,108,261.87,20.7,Yes,No,20.9,5,7,2025,107,22427.59
2023-12-23,1061,Product_30,8,Clothing,397,328.43,33.9,No,No,20.6,5,12,2023,496,86185.62
2025-03-01,1036,Product_57,9,Home,290,182.87,1.1,No,No,24.1,5,3,2025,356,52448.94
2023-05-08,1044,Product_32,11,Home,257,222.35,31.1,No,Yes,14.8,0,5,2023,168,39372.18
2023-11-22,1017,Product_38,7,Electronics,124,94.27,4.7,No,No,-2.6,2,11,2023,105,11140.07
2024-03-14,1093,Product_36,12,Toys,309,379.48,33.6,No,No,12.8,3,3,2024,451,77860.19
2025-12-11,1084,Product_59,6,Clothing,234,82.72,21.2,No,No,35.5,3,12,2025,266,15252.91
2025-06-26,1085,Product_44,8,Home,284,390.26,2.4,No,No,31.2,3,6,2025,404,108173.83
2024-01-04,1032,Product_8,3,Grocery,568,400.01,33.3,No,No,36.7,3,1,2024,417,151546.19
2024-09-05,1032,Product_5,9,Toys,12,374.57,1.1,Yes,No,1.9,3,9,2024,43,4445.4
2022-10-31,1085,Product_25,4,Toys,206,14.61,5.5,No,No,17.8,0,10,2022,345,2844.13
2025-04-21,1054,Product_31,10,Clothing,188,140.2,31.9,No,No,21.3,0,4,2025,173,17949.53
2024-04-09,1070,Product_40,12,Electronics,425,236.83,18.6,No,No,4.4,1,4,2024,454,81931.34
2024-03-10,1048,Product_29,13,Toys,100,299.79,35.3,Yes,No,4.0,6,3,2024,117,19396.41
2025-02-23,1044,Product_31,14,Toys,35,460.01,25.4,No,No,30.2,6,2,2025,26,12010.86
2024-08-07,1063,Product_55,2,Clothing,316,190.92,24.9,No,No,25.2,2,8,2024,335,45308.37
2022-04-19,1081,Product_20,2,Clothing,223,438.14,11.7,No,No,24.1,1,4,2022,280,86273.71
2023-03-09,1033,Product_30,13,Grocery,426,85.9,5.3,Yes,No,7.0,3,3,2023,282,34653.95
2022-09-23,1080,Product_33,6,Electronics,171,188.78,38.4,No,No,17.8,4,9,2022,139,19885.33
2025-01-07,1024,Product_28,1,Toys,160,30.88,4.2,No,No,-4.0,1,1,2025,252,4733.29
2022-02-22,1040,Product_58,5,Clothing,476,372.53,21.2,Yes,No,0.8,1,2,2022,482,139731.53
2022-10-31,1091,Product_57,12,Grocery,450,79.57,10.9,No,No,18.3,0,10,2022,384,31903.59
2024-06-15,1095,Product_31,5,Home,405,132.22,10.6,No,No,8.9,5,6,2024,492,47872.9
2024-11-08,1092,Product_27,2,Electronics,165,388.74,23.8,No,No,38.5,4,11,2024,173,48876.28
2024-01-25,1031,Product_35,11,Electronics,604,269.68,31.9,Yes,No,16.2,3,1,2024,436,110925.86
2025-07-15,1084,Product_11,3,Grocery,336,11.92,31.1,No,No,-1.2,1,7,2025,197,2759.53
2025-10-10,1093,Product_26,5,Clothing,461,6.11,34.8,No,No,-4.2,4,10,2025,468,1836.49
2022-07-18,1097,Product_13,1,Grocery,668,257.78,11.7,Yes,No,27.6,0,7,2022,434,152049.99
2025-11-29,1002,Product_9,9,Electronics,116,155.95,18.6,Yes,No,2.7,5,11,2025,90,14725.42
2024-07-10,1074,Product_6,7,Grocery,570,94.25,0.4,Yes,No,3.5,2,7,2024,486,53507.61
2024-08-12,1099,Product_35,13,Grocery,743,308.73,29.9,Yes,Yes,14.1,0,8,2024,307,160799.86
2022-05-23,1076,Product_1,5,Clothing,297,118.08,12.1,No,No,6.9,0,5,2022,390,30826.32
2024-07-21,1023,Product_39,3,Clothing,244,298.14,22.5,No,No,22.7,6,7,2024,293,56378.27
2024-12-24,1076,Product_26,3,Toys,70,192.74,6.8,Yes,No,16.9,1,12,2024,116,12574.36
2024-05-21,1010,Product_22,3,Toys,360,97.44,32.8,No,No,0.0,1,5,2024,492,23572.68
2022-05-07,1048,Product_46,7,Grocery,100,73.36,32.7,Yes,No,30.3,5,5,2022,65,4937.13
2024-02-24,1062,Product_32,2,Toys,311,122.25,35.1,No,No,14.2,5,2,2024,406,24674.82
2025-11-04,1045,Product_44,6,Clothing,95,19.77,1.8,No,No,22.5,1,11,2025,112,1844.34
2024-12-21,1069,Product_42,12,Electronics,462,157.52,39.7,No,No,-4.8,5,12,2024,394,43882.87
2022-07-26,1024,Product_2,11,Grocery,265,451.47,9.9,No,No,23.2,1,7,2022,217,107795.23
2025-12-10,1060,Product_13,9,Home,168,416.52,12.4,No,Yes,7.7,2,12,2025,125,61298.42
2025-12-09,1064,Product_34,13,Toys,81,189.14,10.0,Yes,No,17.2,1,12,2025,125,13788.31
2022-09-12,1063,Product_58,11,Grocery,263,290.04,10.7,Yes,No,8.4,0,9,2022,166,68118.5
2025-04-16,1028,Product_10,10,Electronics,449,285.84,22.1,No,No,39.8,2,4,2025,451,99978.54
2023-09-03,1030,Product_7,13,Electronics,417,415.23,9.6,Yes,No,5.4,6,9,2023,386,156528.42
2024-06-09,1025,Product_56,2,Electronics,466,121.96,15.8,No,Yes,36.1,6,6,2024,338,47853.69
2023-10-30,1046,Product_58,12,Home,399,151.71,26.2,Yes,No,36.3,0,10,2023,318,44672.83
2025-03-19,1058,Product_10,5,Clothing,198,154.38,33.4,No,No,13.9,2,3,2025,214,20357.78
2026-02-03,1036,Product_24,11,Clothing,573,25.23,27.7,No,Yes,8.7,1,2,2026,451,10452.26
2025-04-07,1040,Product_37,13,Home,251,160.77,23.8,No,Yes,12.1,0,4,2025,144,30749.19
2025-10-29,1028,Product_12,7,Toys,367,439.57,5.9,No,Yes,39.5,2,10,2025,472,151804.18
2025-11-20,1021,Product_20,2,Home,207,456.43,32.6,Yes,No,22.8,3,11,2025,196,63680.2
2022-05-16,1065,Product_24,6,Electronics,209,59.27,1.5,Yes,No,19.5,0,5,2022,177,12201.62
2023-01-16,1081,Product_38,6,Clothing,173,231.74,10.6,No,No,-3.4,0,1,2023,243,35841.37
2024-12-18,1029,Product_19,14,Toys,277,193.77,2.3,No,Yes,33.2,2,12,2024,376,52439.78
2024-06-04,1086,Product_25,14,Home,338,247.23,26.7,No,No,-1.2,1,6,2024,359,61252.22
2022-03-17,1057,Product_18,8,Grocery,484,279.59,14.7,No,No,-2.9,3,3,2022,385,115429.29
2022-05-23,1016,Product_45,14,Grocery,111,15.03,26.1,No,No,7.4,0,5,2022,53,1232.9
2024-02-20,1036,Product_10,7,Toys,76,421.91,13.9,Yes,No,16.4,1,2,2024,88,27608.1
2024-07-13,1000,Product_14,6,Electronics,343,486.96,18.2,No,No,35.3,5,7,2024,425,136628.32
2022-09-09,1003,Product_15,12,Clothing,402,328.44,18.3,No,No,30.6,4,9,2022,490,107870.86
2022-09-14,1033,Product_54,10,Electronics,70,331.92,1.8,No,No,3.9,2,9,2022,72,22816.18
2022-07-14,1045,Product_56,8,Toys,288,266.35,17.2,No,No,11.7,3,7,2022,453,63514.89
2024-04-27,1079,Product_30,7,Electronics,166,170.47,25.6,No,No,30.1,5,4,2024,138,21053.73
2022-01-12,1013,Product_10,10,Electronics,501,78.74,21.8,No,No,18.7,2,1,2022,489,30848.91
2024-05-08,1083,Product_45,11,Grocery,481,294.11,3.0,No,No,2.9,2,5,2024,496,137222.9
2023-12-15,1023,Product_30,7,Grocery,786,27.25,26.7,Yes,Yes,12.8,4,12,2023,322,15699.76
2023-11-30,1013,Product_51,1,Clothing,103,413.13,12.4,No,No,23.2,3,11,2023,103,37275.89
2024-10-15,1069,Product_22,2,Grocery,400,213.35,0.6,No,No,38.8,1,10,2024,396,84827.96
2024-02-23,1077,Product_59,3,Grocery,62,210.3,6.2,No,No,24.8,4,2,2024,59,12230.21
2024-12-27,1060,Product_48,7,Clothing,194,166.95,19.9,Yes,No,-4.3,4,12,2024,173,25943.03
2025-02-19,1011,Product_14,9,Clothing,255,484.83,12.4,No,No,26.7,2,2,2025,322,108301.33
2025-10-12,1011,Product_43,12,Toys,32,91.58,27.8,No,No,6.3,6,10,2025,43,2115.86
2025-04-13,1039,Product_17,4,Clothing,227,79.9,9.6,Yes,No,33.8,6,4,2025,202,16396.12
2024-02-16,1045,Product_21,12,Clothing,450,86.94,30.9,Yes,No,12.3,4,2,2024,400,27033.99
2024-01-09,1099,Product_15,10,Home,74,330.97,11.5,Yes,No,4.0,1,1,2024,54,21675.23
2022-12-20,1028,Product_41,1,Electronics,170,495.99,24.8,No,No,16.1,1,12,2022,189,63407.36
2024-06-18,1019,Product_16,5,Home,26,121.56,32.0,No,No,6.5,1,6,2024,11,2149.18
2022-07-28,1094,Product_38,5,Toys,291,453.28,15.4,Yes,No,5.6,3,7,2022,332,111591.19
2025-10-28,1015,Product_35,13,Grocery,41,142.92,1.9,No,No,20.8,1,10,2025,48,5748.39
2025-06-21,1002,Product_45,13,Electronics,164,325.71,21.4,No,No,29.5,5,6,2025,147,41985.32
2022-06-29,1042,Product_59,12,Grocery,655,25.05,39.8,No,Yes,32.6,2,6,2022,266,9877.47
2025-03-24,1040,Product_1,8,Grocery,203,250.35,38.8,No,No,12.9,0,3,2025,115,31102.48
2022-06-25,1061,Product_59,7,Clothing,104,329.01,8.8,No,Yes,-2.0,5,6,2022,123,31205.94
2024-12-17,1087,Product_7,5,Toys,399,270.48,30.2,No,Yes,16.8,1,12,2024,419,75329.22
2022-05-12,1093,Product_32,11,Clothing,378,122.73,13.8,Yes,No,14.5,3,5,2022,391,39989.85
2024-01-03,1028,Product_21,2,Electronics,49,415.11,6.4,No,No,3.9,2,1,2024,49,19038.61
2024-09-13,1098,Product_38,4,Grocery,530,485.22,26.6,No,No,35.3,4,9,2024,430,188760.28
2024-12-29,1063,Product_43,2,Home,198,232.3,20.0,No,No,38.8,6,12,2024,239,36796.32
2023-09-20,1006,Product_51,7,Grocery,85,319.78,21.6,No,No,-2.7,2,9,2023,80,21310.14
2025-10-14,1093,Product_24,5,Clothing,388,396.25,33.1,No,No,30.8,1,10,2025,454,102855.4
2025-03-07,1013,Product_56,3,Home,164,124.54,13.5,No,No,24.1,4,3,2025,175,17667.24
2022-11-09,1058,Product_20,6,Grocery,340,432.9,26.7,Yes,No,6.8,2,11,2022,169,107887.34
2024-10-03,1079,Product_13,13,Home,72,143.7,14.6,No,No,23.6,3,10,2024,81,8835.83
2024-12-31,1024,Product_23,8,Grocery,523,389.04,1.7,Yes,No,0.8,1,12,2024,444,200008.97
2023-05-16,1027,Product_32,12,Electronics,177,60.49,15.1,Yes,No,-1.9,1,5,2023,150,9090.01
2025-01-12,1047,Product_40,13,Grocery,800,147.75,38.0,Yes,Yes,39.7,6,1,2025,300,73284.0
2025-09-09,1088,Product_50,13,Clothing,142,269.14,19.3,Yes,No,23.6,1,9,2025,127,30841.83
2025-05-10,1022,Product_14,5,Electronics,362,264.84,4.3,No,No,6.4,5,5,2025,448,91749.58
2025-02-17,1066,Product_18,13,Toys,269,425.96,27.5,No,No,15.3,0,2,2025,395,83072.85
2024-08-09,1045,Product_56,13,Clothing,302,498.08,38.5,No,Yes,37.8,4,8,2024,256,92508.4
2023-02-10,1011,Product_26,14,Electronics,296,58.07,36.3,Yes,No,14.7,4,2,2023,179,10949.21
2025-04-07,1071,Product_15,5,Toys,283,139.34,22.9,No,No,35.5,0,4,2025,330,30403.01
2023-07-01,1083,Product_59,4,Toys,181,182.01,15.1,No,No,34.1,5,7,2023,252,27969.29
2024-03-09,1057,Product_27,9,Electronics,471,242.06,23.2,No,No,10.5,5,3,2024,471,87559.88
2023-04-17,1017,Product_59,14,Electronics,356,249.49,32.6,No,No,26.3,0,4,2023,340,59863.63
2023-04-15,1015,Product_55,13,Grocery,1,428.82,34.4,No,No,24.7,5,4,2023,23,281.31
2022-08-25,1042,Product_54,8,Clothing,481,386.43,32.8,Yes,No,29.7,3,8,2022,412,124906.54
2025-12-12,1050,Product_35,3,Home,137,14.33,18.2,No,No,11.5,4,12,2025,104,1605.91
2022-08-10,1055,Product_48,6,Clothing,116,230.24,4.8,No,No,-2.6,2,8,2022,157,25425.86
2022-05-10,1024,Product_57,10,Home,297,310.95,22.8,Yes,No,2.7,1,5,2022,223,71295.86
2025-11-05,1050,Product_16,8,Electronics,156,232.9,6.3,No,Yes,22.7,2,11,2025,112,34043.46
2024-04-12,1029,Product_3,5,Home,543,69.67,2.4,No,Yes,29.9,4,4,2024,471,36922.87
2023-10-19,1068,Product_19,5,Toys,337,201.75,19.9,No,No,29.0,3,10,2023,489,54459.79
2025-01-11,1079,Product_38,1,Clothing,123,208.77,26.2,No,Yes,21.3,5,1,2025,86,18950.89
2023-07-29,1065,Product_33,5,Clothing,155,97.92,34.2,No,No,-1.2,5,7,2023,166,9986.86
2022-07-11,1000,Product_5,10,Grocery,248,379.37,31.3,No,No,-4.2,0,7,2022,191,64635.54
2024-12-30,1099,Product_34,4,Toys,392,164.09,34.3,No,Yes,30.2,0,12,2024,338,42260.39
2022-09-21,1002,Product_11,14,Electronics,311,296.55,30.4,No,No,19.7,2,9,2022,302,64190.03
2024-04-09,1099,Product_30,2,Grocery,458,260.29,28.1,No,No,30.2,1,4,2024,342,85714.02
2025-11-24,1003,Product_34,9,Electronics,2,439.33,0.4,Yes,No,2.3,0,11,2025,25,875.15
2025-11-05,1051,Product_38,7,Toys,213,65.4,25.0,No,No,13.3,2,11,2025,261,10447.65
